content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
pizza,MC,block1,projective,5,12,Pizza is sold at the pizzeria,7734,8.985416666666667,MC,,0,MC
ballet,MC,block1,projective,5,13,Ballet is a type of dance,6625,8.985416666666667,MC,,0.05,MC
owen,C,block1,projective,5,14,Owen lives in Chicago,11110,8.985416666666667,confirm,high_prior,0.72,confirm
danny,C,block1,projective,5,15,Danny loves cake,8262,8.985416666666667,be_right,high_prior,0.16,be_right
kids,MC,block1,projective,5,16,Many children like ice cream,61876,8.985416666666667,MC,,0.03,MC
tony,C,block1,projective,5,17,Tony has been sober for 20 years,8791,8.985416666666667,prove,low_prior,0.19,prove
garage,MC,block1,projective,5,18,Garages are used to store cars and other things,12525,8.985416666666667,MC,,0.07,MC
mary,C,block1,projective,5,19,Mary is a middle school student,6431,8.985416666666667,confess,low_prior,0.69,confess
julian,C,block1,projective,5,20,Julian is Cuban,9077,8.985416666666667,hear,high_prior,0.84,hear
emily,C,block1,projective,5,21,Emily never has any money,20927,8.985416666666667,announce,low_prior,0.77,announce
emma,C,block1,projective,5,22,Emma is in first grade,7759,8.985416666666667,see,low_prior,0.89,see
frank,C,block1,projective,5,23,Frank is allergic to cats,6955,8.985416666666667,pretend,low_prior,0.16,pretend
zoe,C,block1,projective,5,24,Zoe is a math major,7218,8.985416666666667,think,high_prior,0.07,think
josh,C,block1,projective,5,25,Josh is a 5-year old boy,7596,8.985416666666667,reveal,high_prior,0.94,reveal
muffins,MC,block1,projective,5,26,Muffins are sold at the bakery,17490,8.985416666666667,MC,,0.02,MC
sophia,C,block1,projective,5,27,Sophia is a high end fashion model,6324,8.985416666666667,know,low_prior,0.92,know
josie,C,block1,projective,5,28,Josie doesn't have a passport,9472,8.985416666666667,establish,low_prior,0.09,establish
hat,MC,block1,projective,5,29,Hats are worn on the head,6440,8.985416666666667,MC,,0.02,MC
mia,C,block1,projective,5,30,Mia is a college student,13187,8.985416666666667,demonstrate,high_prior,0.2,demonstrate
grace,C,block2,prior,5,32,Grace hates her sister,7017,8.985416666666667,admit,low_prior,0.18,admit
muffins,MC,block2,prior,5,33,Muffins are sold at the bakery,8188,8.985416666666667,MC,,0.5,MC
emily,C,block2,prior,5,34,Emily never has any money,7025,8.985416666666667,announce,low_prior,0.08,announce
mary,C,block2,prior,5,35,Mary is a middle school student,4826,8.985416666666667,confess,low_prior,0.07,confess
garage,MC,block2,prior,5,36,Garages are used to store cars and other things,8313,8.985416666666667,MC,,0.49,MC
olivia,C,block2,prior,5,37,Olivia has two small children,4518,8.985416666666667,say,low_prior,0.48,say
pizza,MC,block2,prior,5,38,Pizza is sold at the pizzeria,5660,8.985416666666667,MC,,0.49,MC
julian,C,block2,prior,5,39,Julian is Cuban,3390,8.985416666666667,hear,high_prior,0.63,hear
frank,C,block2,prior,5,40,Frank is allergic to cats,3859,8.985416666666667,pretend,low_prior,0.12,pretend
josh,C,block2,prior,5,41,Josh is a 5-year old boy,10153,8.985416666666667,reveal,high_prior,0.63,reveal
sophia,C,block2,prior,5,42,Sophia is a high end fashion model,5420,8.985416666666667,know,low_prior,0.34,know
ballet,MC,block2,prior,5,43,Ballet is a type of dance,4327,8.985416666666667,MC,,0.49,MC
hat,MC,block2,prior,5,44,Hats are worn on the head,5161,8.985416666666667,MC,,0.51,MC
jayden,C,block2,prior,5,45,Jayden doesn't have a driver's license,5549,8.985416666666667,acknowledge,low_prior,0.12,acknowledge
owen,C,block2,prior,5,46,Owen lives in Chicago,4519,8.985416666666667,confirm,high_prior,0.74,confirm
danny,C,block2,prior,5,47,Danny loves cake,4267,8.985416666666667,be_right,high_prior,0.84,be_right
josie,C,block2,prior,5,48,Josie doesn't have a passport,4364,8.985416666666667,establish,low_prior,0.04,establish
zoe,C,block2,prior,5,49,Zoe is a math major,4417,8.985416666666667,think,high_prior,0.85,think
tony,C,block2,prior,5,50,Tony has been sober for 20 years,4644,8.985416666666667,prove,low_prior,0.2,prove
jackson,C,block2,prior,5,51,Jackson is training for a marathon,6036,8.985416666666667,be_annoyed,high_prior,0.65,be_annoyed
kids,MC,block2,prior,5,52,Many children like ice cream,4915,8.985416666666667,MC,,0.49,MC
jon,C,block2,prior,5,53,Jon lives 2 blocks away from work,6237,8.985416666666667,discover,high_prior,0.76,discover
emma,C,block2,prior,5,54,Emma is in first grade,3833,8.985416666666667,see,low_prior,0.61,see
mia,C,block2,prior,5,55,Mia is a college student,4971,8.985416666666667,demonstrate,high_prior,0.7,demonstrate
charley,C,block2,prior,5,56,Charley lives in Mexico,3917,8.985416666666667,inform,high_prior,0.96,inform
isabella,C,block2,prior,5,57,Isabella is from Argentina,4695,8.985416666666667,suggest,high_prior,0.49,suggest
emily,C,block1,prior,6,5,Emily has been saving for a year,9650,7.557716666666667,think,high_prior,0.27,think
sophia,C,block1,prior,6,6,Sophia is a hipster,8692,7.557716666666667,admit,high_prior,0.41,admit
garage,MC,block1,prior,6,7,Garages are used to store cars and other things,11667,7.557716666666667,MC,,0,MC
frank,C,block1,prior,6,8,Frank is allergic to cats,4914,7.557716666666667,confess,low_prior,0,confess
tony,C,block1,prior,6,9,Tony really likes to party with his friends,5599,7.557716666666667,demonstrate,high_prior,0.78,demonstrate
jayden,C,block1,prior,6,10,Jayden doesn't have a driver's license,4236,7.557716666666667,pretend,low_prior,0,pretend
grace,C,block1,prior,6,11,Grace loves her sister,5555,7.557716666666667,announce,high_prior,0.95,announce
charley,C,block1,prior,6,12,Charley lives in Korea,7452,7.557716666666667,confirm,low_prior,0.16,confirm
hat,MC,block1,prior,6,13,Hats are worn on the head,5366,7.557716666666667,MC,,0.5,MC
muffins,MC,block1,prior,6,14,Muffins are sold at the bakery,5724,7.557716666666667,MC,,0.5,MC
emma,C,block1,prior,6,15,Emma is in first grade,5126,7.557716666666667,say,low_prior,0.04,say
jackson,C,block1,prior,6,16,Jackson is training for a marathon,4968,7.557716666666667,inform,high_prior,0.78,inform
isabella,C,block1,prior,6,17,Isabella is a vegetarian,3606,7.557716666666667,know,low_prior,0,know
kids,MC,block1,prior,6,18,Many children like ice cream,26911,7.557716666666667,MC,,0.47,MC
zoe,C,block1,prior,6,19,Zoe is a math major,3859,7.557716666666667,see,high_prior,0.73,see
ballet,MC,block1,prior,6,20,Ballet is a type of dance,4200,7.557716666666667,MC,,0.5,MC
josh,C,block1,prior,6,21,Josh is a 5-year old boy,5583,7.557716666666667,reveal,high_prior,0.5,reveal
josie,C,block1,prior,6,22,Josie loves France,3301,7.557716666666667,hear,high_prior,0.76,hear
mia,C,block1,prior,6,23,Mia is a college student,4314,7.557716666666667,be_annoyed,high_prior,0.72,be_annoyed
olivia,C,block1,prior,6,24,Olivia has two small children,5467,7.557716666666667,prove,low_prior,0,prove
danny,C,block1,prior,6,25,Danny is a diabetic,4104,7.557716666666667,be_right,low_prior,0,be_right
pizza,MC,block1,prior,6,26,Pizza is sold at the pizzeria,4268,7.557716666666667,MC,,0.76,MC
mary,C,block1,prior,6,27,Mary is a middle school student,12383,7.557716666666667,suggest,low_prior,0,suggest
owen,C,block1,prior,6,28,Owen lives in New Orleans,16904,7.557716666666667,acknowledge,low_prior,0.03,acknowledge
jon,C,block1,prior,6,29,Jon lives 10 miles away from work,4462,7.557716666666667,establish,low_prior,0.06,establish
julian,C,block1,prior,6,30,Julian is Cuban,3512,7.557716666666667,discover,high_prior,0.72,discover
julian,C,block2,projective,6,32,Julian is Cuban,15403,7.557716666666667,discover,high_prior,1,discover
josh,C,block2,projective,6,33,Josh is a 5-year old boy,9790,7.557716666666667,reveal,high_prior,1,reveal
danny,C,block2,projective,6,34,Danny is a diabetic,6539,7.557716666666667,be_right,low_prior,0,be_right
mary,C,block2,projective,6,35,Mary is a middle school student,8013,7.557716666666667,suggest,low_prior,0,suggest
grace,C,block2,projective,6,36,Grace loves her sister,5411,7.557716666666667,announce,high_prior,1,announce
tony,C,block2,projective,6,37,Tony really likes to party with his friends,18201,7.557716666666667,demonstrate,high_prior,0.26,demonstrate
pizza,MC,block2,projective,6,38,Pizza is sold at the pizzeria,4648,7.557716666666667,MC,,0,MC
sophia,C,block2,projective,6,39,Sophia is a hipster,5785,7.557716666666667,admit,high_prior,0.87,admit
hat,MC,block2,projective,6,40,Hats are worn on the head,4960,7.557716666666667,MC,,0,MC
jackson,C,block2,projective,6,41,Jackson is training for a marathon,4860,7.557716666666667,inform,high_prior,0.94,inform
jayden,C,block2,projective,6,42,Jayden doesn't have a driver's license,9530,7.557716666666667,pretend,low_prior,0,pretend
jon,C,block2,projective,6,43,Jon lives 10 miles away from work,7336,7.557716666666667,establish,low_prior,0.4,establish
garage,MC,block2,projective,6,44,Garages are used to store cars and other things,6556,7.557716666666667,MC,,0,MC
mia,C,block2,projective,6,45,Mia is a college student,3714,7.557716666666667,be_annoyed,high_prior,1,be_annoyed
muffins,MC,block2,projective,6,46,Muffins are sold at the bakery,4882,7.557716666666667,MC,,0,MC
ballet,MC,block2,projective,6,47,Ballet is a type of dance,3784,7.557716666666667,MC,,0,MC
olivia,C,block2,projective,6,48,Olivia has two small children,5762,7.557716666666667,prove,low_prior,0.69,prove
josie,C,block2,projective,6,49,Josie loves France,3935,7.557716666666667,hear,high_prior,1,hear
charley,C,block2,projective,6,50,Charley lives in Korea,5403,7.557716666666667,confirm,low_prior,0.87,confirm
frank,C,block2,projective,6,51,Frank is allergic to cats,7170,7.557716666666667,confess,low_prior,0.63,confess
emily,C,block2,projective,6,52,Emily has been saving for a year,5372,7.557716666666667,think,high_prior,0.08,think
owen,C,block2,projective,6,53,Owen lives in New Orleans,5202,7.557716666666667,acknowledge,low_prior,1,acknowledge
zoe,C,block2,projective,6,54,Zoe is a math major,3643,7.557716666666667,see,high_prior,1,see
kids,MC,block2,projective,6,55,Many children like ice cream,4072,7.557716666666667,MC,,0,MC
emma,C,block2,projective,6,56,Emma is in first grade,5375,7.557716666666667,say,low_prior,0,say
isabella,C,block2,projective,6,57,Isabella is a vegetarian,18514,7.557716666666667,know,low_prior,0.92,know
josie,C,block1,prior,7,5,Josie loves France,7622,2.68835,discover,high_prior,1,discover
owen,C,block1,prior,7,6,Owen lives in Chicago,4149,2.68835,acknowledge,high_prior,0.65,acknowledge
mia,C,block1,prior,7,7,Mia is a college student,1454,2.68835,confess,high_prior,0.78,confess
charley,C,block1,prior,7,8,Charley lives in Mexico,3647,2.68835,know,high_prior,0.89,know
jayden,C,block1,prior,7,9,Jayden doesn't have a driver's license,5478,2.68835,prove,low_prior,0.48,prove
garage,MC,block1,prior,7,10,Garages are used to store cars and other things,2250,2.68835,MC,,0.8,MC
hat,MC,block1,prior,7,11,Hats are worn on the head,2222,2.68835,MC,,0.89,MC
tony,C,block1,prior,7,12,Tony has been sober for 20 years,1211,2.68835,think,low_prior,0.65,think
frank,C,block1,prior,7,13,Frank has always wanted a pet,7126,2.68835,admit,high_prior,1,admit
grace,C,block1,prior,7,14,Grace hates her sister,2199,2.68835,announce,low_prior,0.77,announce
mary,C,block1,prior,7,15,Mary is a middle school student,13968,2.68835,demonstrate,low_prior,0,demonstrate
danny,C,block1,prior,7,16,Danny is a diabetic,2671,2.68835,inform,low_prior,0.66,inform
emma,C,block1,prior,7,17,Emma is in first grade,1303,2.68835,reveal,low_prior,0.88,reveal
kids,MC,block1,prior,7,18,Many children like ice cream,1754,2.68835,MC,,0.75,MC
emily,C,block1,prior,7,19,Emily has been saving for a year,5470,2.68835,see,high_prior,1,see
isabella,C,block1,prior,7,20,Isabella is a vegetarian,4170,2.68835,be_annoyed,low_prior,0.21,be_annoyed
pizza,MC,block1,prior,7,21,Pizza is sold at the pizzeria,1846,2.68835,MC,,0.8,MC
olivia,C,block1,prior,7,22,Olivia works the third shift,1376,2.68835,say,high_prior,0.73,say
josh,C,block1,prior,7,23,Josh is a 5-year old boy,1880,2.68835,pretend,high_prior,0.89,pretend
ballet,MC,block1,prior,7,24,Ballet is a type of dance,2236,2.68835,MC,,0.81,MC
sophia,C,block1,prior,7,25,Sophia is a hipster,5378,2.68835,confirm,high_prior,0.15,confirm
jon,C,block1,prior,7,26,Jon lives 2 blocks away from work,945,2.68835,hear,high_prior,0.7,hear
muffins,MC,block1,prior,7,27,Muffins are sold at the bakery,2208,2.68835,MC,,0.84,MC
zoe,C,block1,prior,7,28,Zoe is 5 years old,3007,2.68835,be_right,low_prior,1,be_right
julian,C,block1,prior,7,29,Julian is German,2051,2.68835,establish,low_prior,0.76,establish
jackson,C,block1,prior,7,30,Jackson is obese,1510,2.68835,suggest,low_prior,0.88,suggest
emma,C,block2,projective,7,32,Emma is in first grade,2029,2.68835,reveal,low_prior,0.77,reveal
mary,C,block2,projective,7,33,Mary is a middle school student,3503,2.68835,demonstrate,low_prior,0,demonstrate
ballet,MC,block2,projective,7,34,Ballet is a type of dance,1527,2.68835,MC,,0.7,MC
olivia,C,block2,projective,7,35,Olivia works the third shift,1353,2.68835,say,high_prior,0.87,say
mia,C,block2,projective,7,36,Mia is a college student,1439,2.68835,confess,high_prior,0.79,confess
hat,MC,block2,projective,7,37,Hats are worn on the head,1200,2.68835,MC,,0.91,MC
jon,C,block2,projective,7,38,Jon lives 2 blocks away from work,1460,2.68835,hear,high_prior,0.64,hear
julian,C,block2,projective,7,39,Julian is German,3891,2.68835,establish,low_prior,0.97,establish
jackson,C,block2,projective,7,40,Jackson is obese,2568,2.68835,suggest,low_prior,1,suggest
frank,C,block2,projective,7,41,Frank has always wanted a pet,3825,2.68835,admit,high_prior,0.8,admit
emily,C,block2,projective,7,42,Emily has been saving for a year,1785,2.68835,see,high_prior,0.89,see
isabella,C,block2,projective,7,43,Isabella is a vegetarian,1694,2.68835,be_annoyed,low_prior,0.99,be_annoyed
sophia,C,block2,projective,7,44,Sophia is a hipster,1184,2.68835,confirm,high_prior,0.62,confirm
jayden,C,block2,projective,7,45,Jayden doesn't have a driver's license,936,2.68835,prove,low_prior,0.8,prove
tony,C,block2,projective,7,46,Tony has been sober for 20 years,1298,2.68835,think,low_prior,0.23,think
kids,MC,block2,projective,7,47,Many children like ice cream,1022,2.68835,MC,,0.78,MC
danny,C,block2,projective,7,48,Danny is a diabetic,1002,2.68835,inform,low_prior,0.91,inform
grace,C,block2,projective,7,49,Grace hates her sister,1662,2.68835,announce,low_prior,0.98,announce
garage,MC,block2,projective,7,50,Garages are used to store cars and other things,1495,2.68835,MC,,0.88,MC
muffins,MC,block2,projective,7,51,Muffins are sold at the bakery,1607,2.68835,MC,,0.92,MC
owen,C,block2,projective,7,52,Owen lives in Chicago,1601,2.68835,acknowledge,high_prior,0.79,acknowledge
pizza,MC,block2,projective,7,53,Pizza is sold at the pizzeria,2271,2.68835,MC,,1,MC
charley,C,block2,projective,7,54,Charley lives in Mexico,1624,2.68835,know,high_prior,0.94,know
josie,C,block2,projective,7,55,Josie loves France,1966,2.68835,discover,high_prior,0.97,discover
zoe,C,block2,projective,7,56,Zoe is 5 years old,1339,2.68835,be_right,low_prior,0.79,be_right
josh,C,block2,projective,7,57,Josh is a 5-year old boy,1615,2.68835,pretend,high_prior,0.92,pretend
muffins,MC,block1,projective,8,5,Muffins are sold at the bakery,47868,7.4322333333333335,MC,,0.94,MC
emily,C,block1,projective,8,6,Emily never has any money,33211,7.4322333333333335,say,low_prior,0.97,say
pizza,MC,block1,projective,8,7,Pizza is sold at the pizzeria,17376,7.4322333333333335,MC,,0.96,MC
danny,C,block1,projective,8,8,Danny loves cake,22498,7.4322333333333335,confirm,high_prior,0.97,confirm
mary,C,block1,projective,8,9,Mary is a middle school student,2330,7.4322333333333335,see,low_prior,0.97,see
hat,MC,block1,projective,8,10,Hats are worn on the head,1800,7.4322333333333335,MC,,0.93,MC
grace,C,block1,projective,8,11,Grace hates her sister,2130,7.4322333333333335,be_annoyed,low_prior,0.04,be_annoyed
garage,MC,block1,projective,8,12,Garages are used to store cars and other things,2470,7.4322333333333335,MC,,0.96,MC
ballet,MC,block1,projective,8,13,Ballet is a type of dance,18279,7.4322333333333335,MC,,1,MC
tony,C,block1,projective,8,14,Tony has been sober for 20 years,2530,7.4322333333333335,admit,low_prior,0.03,admit
josie,C,block1,projective,8,15,Josie doesn't have a passport,2189,7.4322333333333335,discover,low_prior,0.98,discover
julian,C,block1,projective,8,16,Julian is German,3675,7.4322333333333335,know,low_prior,1,know
emma,C,block1,projective,8,17,Emma is in law school,2965,7.4322333333333335,confess,high_prior,0.03,confess
zoe,C,block1,projective,8,18,Zoe is 5 years old,1998,7.4322333333333335,pretend,low_prior,0.96,pretend
frank,C,block1,projective,8,19,Frank has always wanted a pet,1819,7.4322333333333335,prove,high_prior,0.53,prove
kids,MC,block1,projective,8,20,Many children like ice cream,1891,7.4322333333333335,MC,,0.94,MC
owen,C,block1,projective,8,21,Owen lives in New Orleans,2648,7.4322333333333335,be_right,low_prior,0.05,be_right
isabella,C,block1,projective,8,22,Isabella is a vegetarian,2370,7.4322333333333335,establish,low_prior,0.97,establish
sophia,C,block1,projective,8,23,Sophia is a hipster,4585,7.4322333333333335,hear,high_prior,0.96,hear
olivia,C,block1,projective,8,24,Olivia works the third shift,2728,7.4322333333333335,announce,high_prior,0.04,announce
