short_trigger,contentFact,Mean_prior,YMin_prior,YMax_prior,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
acknowledge,Julian dances salsa-factH,0.7171428571428572,0.5871428571428572,0.84575,0.5371428571428571,0.21425,0.8330357142857141,0.6357142857142857,0.42714285714285716,0.85
acknowledge,Julian dances salsa-factL,0.34444444444444444,0.2611111111111111,0.43447222222222226,0.5555555555555556,0.34444444444444444,0.7567499999999999,0.5611111111111111,0.4443888888888889,0.6777777777777778
acknowledge,Mary is pregnant-factH,0.9299999999999999,0.86,0.9916666666666667,0.705,0.41641666666666666,0.9183333333333333,0.6666666666666666,0.36,0.95
acknowledge,Mary is pregnant-factL,0.11428571428571428,0.07857142857142857,0.14714285714285713,0.5285714285714286,0.24132142857142858,0.8000357142857142,0.43714285714285717,0.16139285714285712,0.7128928571428571
acknowledge,Mia drank 2 cocktails last night-factH,0.55125,0.43246875,0.6700312500000001,0.78375,0.61496875,0.9299999999999999,0.69875,0.4711875,0.9101874999999999
acknowledge,Mia drank 2 cocktails last night-factL,0.21333333333333335,0.06329166666666666,0.37,0.625,0.31495833333333334,0.9266666666666666,0.69,0.365,0.9666666666666667
acknowledge,Olivia sleeps until noon-factH,0.5466666666666666,0.41833333333333333,0.6849999999999999,0.7466666666666667,0.5982500000000001,0.8867083333333334,0.705,0.5083333333333333,0.8433333333333334
acknowledge,Olivia sleeps until noon-factL,0.372,0.08799999999999997,0.662,0.79,0.644,0.938,0.332,0.08000000000000002,0.6162999999999997
acknowledge,Owen shoveled snow last winter-factH,0.7671428571428571,0.6542142857142857,0.8929285714285714,0.6828571428571428,0.4228571428571429,0.9029285714285713,0.6142857142857143,0.3699642857142857,0.8200357142857143
acknowledge,Owen shoveled snow last winter-factL,0.20636363636363636,0.09086363636363637,0.33909090909090905,0.4890909090909091,0.2890454545454546,0.7009090909090909,0.6900000000000001,0.5072500000000001,0.8427500000000001
acknowledge,Sophia got a tattoo-factH,0.34,0.34,0.34,0.58,0.58,0.58,0.56,0.56,0.56
acknowledge,Sophia got a tattoo-factL,0.3283333333333333,0.225,0.425,0.48333333333333334,0.15999999999999998,0.7866666666666666,0.6683333333333333,0.38,0.955
acknowledge,Tony had a drink last night-factH,0.8066666666666666,0.7416250000000001,0.8516666666666667,0.31166666666666665,0.04833333333333334,0.5750000000000001,0.3533333333333334,0.12000000000000002,0.6550833333333332
acknowledge,Tony had a drink last night-factL,0.07375,0.02621875,0.12503124999999998,0.40625,0.18746875,0.625,0.685,0.44000000000000006,0.91628125
acknowledge,Zoe calculated the tip-factH,0.88,0.7985714285714286,0.9472142857142857,0.4185714285714286,0.1685714285714286,0.6771785714285714,0.5585714285714286,0.2585357142857143,0.8728571428571429
acknowledge,Zoe calculated the tip-factL,0.1990909090909091,0.0890909090909091,0.3591363636363636,0.600909090909091,0.39725000000000005,0.7972727272727272,0.49909090909090914,0.27725000000000005,0.7254772727272727
admit,Charley speaks Spanish-factH,0.8574999999999999,0.76625,0.9487812499999999,0.5175,0.27746875000000004,0.7625,0.61,0.35496874999999994,0.86625
admit,Charley speaks Spanish-factL,0.18166666666666667,0.105,0.25,0.6533333333333333,0.5549583333333334,0.7634166666666665,0.695,0.39166666666666666,0.8933333333333333
admit,Danny ate the last cupcake-factH,0.8200000000000001,0.73,0.9450000000000001,0.4925,0.27,0.6625,0.5925,0.135,0.925
admit,Danny ate the last cupcake-factL,0.24571428571428572,0.12285714285714286,0.37575,0.55,0.31425000000000003,0.7642857142857142,0.5557142857142857,0.27842857142857147,0.8286071428571428
